"CODE","LABEL","NUTS_LEVEL","COUNTRY","OFFICIAL_SORTING_ORDER_OF_COUNTRIES"
"UKG1","Herefordshire, Worcestershire and Warwickshire",2,"UK",27
"UKG11","Herefordshire, County of",3,"UK",27
"UKG12","Worcestershire",3,"UK",27
"UKG13","Warwickshire",3,"UK",27
"UKG2","Shropshire and Staffordshire",2,"UK",27
"UKG21","Telford and Wrekin",3,"UK",27
"UKG22","Shropshire CC",3,"UK",27
"UKG23","Stoke-on-Trent",3,"UK",27
"UKG24","Staffordshire CC",3,"UK",27
"UKG3","West Midlands",2,"UK",27
"UKG31","Birmingham",3,"UK",27
"UKG32","Solihull",3,"UK",27
"UKG33","Coventry",3,"UK",27
"UKG34","Dudley and Sandwell",3,"UK",27
"UKG35","Walsall and Wolverhampton",3,"UK",27
"UKH","EAST OF ENGLAND",1,"UK",27
"UKH1","East Anglia",2,"UK",27
"UKH11","Peterborough",3,"UK",27
"UKH12","Cambridgeshire CC",3,"UK",27
"UKH13","Norfolk",3,"UK",27
"UKH14","Suffolk",3,"UK",27
"UKH2","Bedfordshire and Hertfordshire",2,"UK",27
"UKH21","Luton",3,"UK",27
"UKH22","Bedfordshire CC",3,"UK",27
"UKH23","Hertfordshire",3,"UK",27
"UKH3","Essex",2,"UK",27
"UKH31","Southend-on-Sea",3,"UK",27
"UKH32","Thurrock",3,"UK",27
"UKH33","Essex CC",3,"UK",27
"UKI","LONDON",1,"UK",27
"UKI1","Inner London",2,"UK",27
"UKI11","Inner London - West",3,"UK",27
"UKI12","Inner London - East",3,"UK",27
"UKI2","Outer London",2,"UK",27
"UKI21","Outer London - East and North East",3,"UK",27
"UKI22","Outer London - South",3,"UK",27
"UKI23","Outer London - West and North West",3,"UK",27
"UKJ","SOUTH EAST (ENGLAND)",1,"UK",27
"UKJ1","Berkshire, Buckinghamshire and Oxfordshire",2,"UK",27
"UKJ11","Berkshire",3,"UK",27
"UKJ12","Milton Keynes",3,"UK",27
"UKJ13","Buckinghamshire CC",3,"UK",27
"UKJ14","Oxfordshire",3,"UK",27
"UKJ2","Surrey, East and West Sussex",2,"UK",27
"UKJ21","Brighton and Hove",3,"UK",27
"UKJ22","East Sussex CC",3,"UK",27
"UKJ23","Surrey",3,"UK",27
"UKJ24","West Sussex",3,"UK",27
"UKJ3","Hampshire and Isle of Wight",2,"UK",27
"UKJ31","Portsmouth",3,"UK",27
"UKJ32","Southampton",3,"UK",27
"UKJ33","Hampshire CC",3,"UK",27
"UKJ34","Isle of Wight",3,"UK",27
"UKJ4","Kent",2,"UK",27
"UKJ41","Medway",3,"UK",27
"UKJ42","Kent CC",3,"UK",27
"UKK","SOUTH WEST (ENGLAND)",1,"UK",27
"UKK1","Gloucestershire, Wiltshire and Bristol/Bath area",2,"UK",27
"UKK11","Bristol, City of",3,"UK",27
"UKK12","Bath and North East Somerset, North Somerset and South Gloucestershire",3,"UK",27
"UKK13","Gloucestershire",3,"UK",27
"UKK14","Swindon",3,"UK",27
"UKK15","Wiltshire CC",3,"UK",27
"UKK2","Dorset and Somerset",2,"UK",27
"UKK21","Bournemouth and Poole",3,"UK",27
"UKK22","Dorset CC",3,"UK",27
"UKK23","Somerset",3,"UK",27
"UKK3","Cornwall and Isles of Scilly",2,"UK",27
"UKK30","Cornwall and Isles of Scilly",3,"UK",27
"UKK4","Devon",2,"UK",27
"UKK41","Plymouth",3,"UK",27
"UKK42","Torbay",3,"UK",27
"UKK43","Devon CC",3,"UK",27
"UKL","WALES",1,"UK",27
"UKL1","West Wales and The Valleys",2,"UK",27
"UKL11","Isle of Anglesey",3,"UK",27
"UKL12","Gwynedd",3,"UK",27
"UKL13","Conwy and Denbighshire",3,"UK",27
"UKL14","South West Wales",3,"UK",27
"UKL15","Central Valleys",3,"UK",27
"UKL16","Gwent Valleys",3,"UK",27
"UKL17","Bridgend and Neath Port Talbot",3,"UK",27
"UKL18","Swansea",3,"UK",27
"UKL2","East Wales",2,"UK",27
"UKL21","Monmouthshire and Newport",3,"UK",27
"UKL22","Cardiff and Vale of Glamorgan",3,"UK",27
"UKL23","Flintshire and Wrexham",3,"UK",27
"UKL24","Powys",3,"UK",27
"UKM","SCOTLAND",1,"UK",27
"UKM2","Eastern Scotland",2,"UK",27
"UKM21","Angus and Dundee City",3,"UK",27
"UKM22","Clackmannanshire and Fife",3,"UK",27
"UKM23","East Lothian and Midlothian",3,"UK",27
"UKM24","Scottish Borders",3,"UK",27
"UKM25","Edinburgh, City of",3,"UK",27
"UKM26","Falkirk",3,"UK",27
"UKM27","Perth & Kinross and Stirling",3,"UK",27
"UKM28","West Lothian",3,"UK",27
"UKM3","South Western Scotland",2,"UK",27
"UKM31","East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",3,"UK",27
"UKM32","Dumfries & Galloway",3,"UK",27
"UKM33","East Ayrshire and North Ayrshire mainland",3,"UK",27
"UKM34","Glasgow City",3,"UK",27
"UKM35","Inverclyde, East Renfrewshire and Renfrewshire",3,"UK",27
"UKM36","North Lanarkshire",3,"UK",27
"UKM37","South Ayrshire",3,"UK",27
"UKM38","South Lanarkshire",3,"UK",27
"UKM5","North Eastern Scotland",2,"UK",27
"UKM50","Aberdeen City and Aberdeenshire",3,"UK",27
"UKM6","Highlands and Islands",2,"UK",27
"UKM61","Caithness & Sutherland and Ross & Cromarty",3,"UK",27
"UKM62","Inverness & Nairn and Moray, Badenoch & Strathspey",3,"UK",27
"UKM63","Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",3,"UK",27
"UKM64","Eilean Siar (Western Isles)",3,"UK",27
"UKM65","Orkney Islands",3,"UK",27
"UKM66","Shetland Islands",3,"UK",27
"UKN","NORTHERN IRELAND",1,"UK",27
"UKN0","Northern Ireland",2,"UK",27
"UKN01","Belfast",3,"UK",27
"UKN02","Outer Belfast",3,"UK",27
"UKN03","East of Northern Ireland",3,"UK",27
"UKN04","North of Northern Ireland",3,"UK",27
"UKN05","West and South of Northern Ireland",3,"UK",27
"UKZ","EXTRA-REGIO",1,"UK",27
"UKZZ","Extra-Regio",2,"UK",27
"UKZZZ","Extra-Regio",3,"UK",27
